rowid,name,address,category2,category3,Nbhd,lat,lng
605,Mac's,"100 Castlefrank Rd., KANATA, Canada",convenience,regular,Glen Cairn - Kanata South Business Park,45.2936647,-75.8816465
606,Mac's,"1 Tartan Dr., NEPEAN, Canada",convenience,regular,Old Barrhaven East,45.269884,-75.7540622
607,Mac's,"1 Hobin St., STITTSVILLE, Canada",convenience,regular,Stittsville,45.2647162,-75.9292944
608,Mac's,"5511 Main Street, MANOTICK, Canada",convenience,regular,Manotick,45.2271049,-75.6861776
609,Mac's,"163 Town Line W., CARLETON PLACE, Canada",convenience,regular,(None),45.1405071,-76.1557846
610,Mac's,"355 Franktown Rd., CARLETON PLACE, Canada",convenience,regular,(None),45.1309426,-76.1287832
611,Mac's,"421 Rideau Street, KEMPTVILLE, Canada",convenience,gas station,(None),45.0196507,-75.6508847
612,Mace Concenience,"876 Montreal Rd, Ottawa, ON K1K 4L3",convenience,regular,Carson Grove - Carson Meadows,45.4457968,-75.6301564
613,MacEwen Albion,"5546 Albion Road, Gloucester, ON",convenience,gas station,Greely,45.269772,-75.5944777
614,MacEwen Aylmer,"380 Chemin Vanier, Aylmer, Gatineau, QC",convenience,gas station,(None),45.4127014,-75.8089522
615,MacEwen Bank & Catherine,"512a Bank Street, Ottawa, ON",convenience,gas station,Centretown,45.4096706,-75.6924399
616,MacEwen Carleton Place,"322 Townline Road East, Carleton Place, ON",convenience,gas station,(None),45.1500151,-76.1414177
617,MacEwen Carp Road,"2070 Carp Rd, Carp, ON",convenience,gas station,Stittsville,45.2756404,-75.9496328
618,MacEwen Dunrobin,"1794 Dunrobin Rd, Dunrobin, ON",convenience,gas station,Dunrobin,45.3831274,-75.9694675
619,MacEwen Fallowfield,"4564 Fallowfield Road, Ottawa, ON",convenience,gas station,Richmond,45.2689656,-75.8018053
620,MacEwen Kemptville,"2985 County Rd 43, Kemptville, ON",convenience,gas station,(None),45.0299974,-75.6373387
621,MacEwen Richmond,"5925 Perth St, Richmond, ON",convenience,gas station,Richmond,45.2007119,-75.8294839
622,MacEwen Rideau Road,"5026 Bank Street, Gloucester, ON K1X 1G8",convenience,gas station,Greely,45.2971137,-75.5807549
623,MacEwen River Road,"685 River Road, Ottawa, ON K1V 2G2",convenience,gas station,Riverside South - Leitrim,45.2701673,-75.6978273
624,MacEwen Russell,"1112 Concession Street, Russell, ON",convenience,gas station,(None),45.2581067,-75.3591107
625,MacEwen St. Laurent & Belfast,"1515 St Laurent Blvd, Ottawa, ON",convenience,gas station,East Industrial,45.412291,-75.6302972
626,MacEwen Vars,"104 St Guillaume Rd, Vars, ON K0A 3H0",convenience,gas station,(None),45.3308521,-75.346099
627,Madina City Market,"1136 Cadboro Rd, Ottawa, ON K1J 7R1",grocery,small,Carson Grove - Carson Meadows,45.4307575,-75.6211764
628,Maggy's Mart,"8154 Jeanne D'arc Blvd N, Orleans, ON K1E 2H5",convenience,regular,Chatelaine Village,45.4875472,-75.5116649
629,Maguro Cafe & Bakery,"745 Kanata Ave, Ottawa, ON K2T 1H9",specialty,bakery,Kanata Lakes - Arcardia,45.3109367,-75.909642
630,Main Farmers' Market,"210 Main Street, Ottawa, ON K1S 1C6",farmer's market,farmer's market,Old Ottawa East,45.4080462,-75.6775902
631,Maison,"4750 Bank Street, Ottawa, ON",specialty,deli meat cheese,Findlay Creek,45.3191181,-75.5957883
632,Maison Oddo,"260 Boulevard Saint-Raymond, Gatineau, QC J9A 3G7",specialty,bakery,(None),45.4270446,-75.7628713
633,Malak Lebanese Pastry,"1216 Bank Street, Ottawa, ON K1S 3Y1",specialty,bakery,Old Ottawa South,45.3914804,-75.6811092
634,Mama Cora Latin Market,"274 Montreal Rd, Vanier, ON K1L 6C3",grocery,small,Vanier South,45.4366197,-75.6598836
635,Mama Rosa,"375 Des Epinettes Avenue, OrlÃƒÂ©ans, ON K1E 3E6",specialty,deli meat cheese,Queenswood Heights,45.4661877,-75.4957745
636,Mamie Clafoutis,"400 Richmond Road, Ottawa, ON K2A 3X9",specialty,bakery,Laurentian,45.390509,-75.7564147
637,Mamma Teresa Ristorante,"300 Somerset St W, Ottawa, ON K2P 0J6",specialty,deli meat cheese,Centretown,45.4160858,-75.6939437
638,"Manila Mart African, Filipino & Asian Grocery","2924 Carling Ave, Ottawa, ON K2B 7J7",grocery,small,Whitehaven - Queensway Terrace North,45.3565119,-75.8012461
639,Manor Park Convenience Store,"293 St Laurent Blvd, Ottawa, ON K1K 2Z3",convenience,regular,Manor Park,45.4511597,-75.6522707
640,Manor Park Grocy,"179 St Laurent Blvd, Ottawa, ON",grocery,small,Manor Park,45.4541521,-75.6539569
641,Manotick Natural Market,"1143 Tighe Street, Manotick, ON K4M 1A8",specialty,health store,Manotick,45.2256217,-75.6840638
642,Manphong Supermarket,"775 Somerset St W, Ottawa, ON",grocery,small,West Centretown,45.4101418,-75.7096661
643,Maple Hill Urban Farm,"200 Moodie Drive, Ottawa, ON K2H 8K6",farmer's market,farmer's market,Greenbelt,45.3290301,-75.8440551
644,Maple Leaf Dairy,"249 Bridge Street, Carleton Place, ON K7C 3H3",convenience,regular,(None),45.1421263,-76.1484897
645,Maple Tuck Shop,"1150 Fisher Ave, Ottawa, ON K1Z 8M6",convenience,regular,Civic Hospital-Central Park,45.3775357,-75.7215341
646,Marcello's,"407 Laurier Avenue W, Ottawa, ON K1R 7Y7",convenience,regular,Centretown,45.4176063,-75.7020495
647,Marcello's Catering,"333 Preston St, Ottawa, ON K1S 5N4",specialty,bakery,West Centretown,45.4024288,-75.7084054
648,Marcello's Deli & Market,"240 Sparks St, Ottawa, ON K1P 6C9",specialty,deli meat cheese,Centretown,45.4202971,-75.702403
649,Marcello's Marche Et Deli,"25 Rue Eddy, Gatineau, QC J8X 4B5",specialty,deli meat cheese,(None),45.4257486,-75.7205696
650,Marcello's Marche Et Deli,"1 Promenade Du Portage, Gatineau, QC J8X 4B1",specialty,deli meat cheese,(None),45.4251583,-75.7217569
651,Marcello's Market & Deli,"99 Bank St, Ottawa, ON K1P 6B9",specialty,deli meat cheese,Centretown,45.4204966,-75.7000906
652,Marcello's Market & Deli,"150 Slater St., Ottawa, ON K1P 5H3",grocery,large,Centretown,45.4201613,-75.6974389
653,MarchÃ¢Ë†Å¡Ã‚Â© Bonichoix Alain Viau,"1244 St Augustin Rd, Embrun, ON K0A 1W0",grocery,small,(None),45.274131,-75.275381
654,MarchÃƒÂ© Hintonburg Market,"1059 Wellington Street, Ottawa, ON",grocery,small,Hintonburg - Mechanicsville,45.4039534,-75.7247482
655,Mario's Food Centre,"381 McArthur Ave, Ottawa, ON",grocery,small,Vanier South,45.4323227,-75.6505081
656,Markie's Montreal Smoked Meat,"E-1679 Carling Ave, Ottawa, ON K2A 1C4",specialty,deli meat cheese,Westboro,45.3797627,-75.7502537
657,Marsh's Gourmet Cookie Dough,"10 Belmont, Aylmer, QC J9H 6J5",specialty,bakery,(None),45.39423,-75.830209
658,Matar Meat Shop,"1077 Cyrville Rd, Gloucester, ON K1J 7S6",grocery,small,Overbrook - McArthur,45.4246534,-75.6349292
659,Maurice Grocery Store,"1755 Frobisher Ln, Ottawa, ON K1G 3T6",grocery,small,Riverview,45.4020236,-75.6652683
660,Maverick's Donut,"1500 Bank Street, Ottawa, ON K1H 7Z2",specialty,bakery,Billings Bridge - Alta Vista,45.3809813,-75.6701018
661,Maverick Donuts,"46 Byward Market Square, Ottawa, ON K1N 7A2",specialty,bakery,Byward Market,45.427458,-75.6928445
662,Maxi,"300 Saint-Joseph Blvd, Ottawa, ON",grocery,small,Greenbelt,45.460199,-75.5555398
663,Maya Market,"197 Norice St, Nepean, ON K2G 2Y5",grocery,small,Cityview - Crestview - Meadowlands,45.3397168,-75.7540739
664,MC Hallal Meat & Grocery,"379 McArthur Ave., Vanier, ON K1L 6N5",grocery,small,Vanier South,45.4323187,-75.6505747
665,MD Tuck Shop,"1551 Riverside Dr, Ottawa, ON K1G 4B5",convenience,regular,Riverview,45.408483,-75.6627191
666,Mediterranean Bakery - Pastry & Pizza,"2698 Alta Vista Drive, Ottawa, ON K1P 5K9",specialty,bakery,Billings Bridge - Alta Vista,45.3734448,-75.6641114
667,Melrose Grocery Store,"1082 Wellington St W, Ottawa, ON",grocery,small,Hintonburg - Mechanicsville,45.4031558,-75.7250742
668,Meow Tea,"279 Elgin Street, Ottawa, ON K2P 1M1",specialty,bakery,Centretown,45.4175576,-75.6899254
669,Mercado Latino,"67 Montreal Rd, Vanier, ON K1L 6E8",grocery,small,Vanier North,45.4337466,-75.6680196
670,Mergi Shop,"382 Rideau St, Ottawa, ON K1N 5Y8",grocery,small,Sandy Hill,45.4297893,-75.6827599
671,Merivale Fish Market,"1480 Merivale Road, Ottawa, ON",grocery,small,Skyline - Fisher Heights,45.3601589,-75.7359322
672,Metcalfe Variety,"8196 Victoria Street, Ottawa, ON K0A 2P0",convenience,regular,Metcalfe,45.2349347,-75.4743956
673,METRO,"6509 Jeane D'Arc Blvd., Orleans, ON K1C 2R1",grocery,large,Convent Glen - Orléans Woods,45.4807611,-75.5361128
674,METRO,"1675 Tenth Line Road, Orleans, ON K1E 3P6",grocery,large,Fallingbrook,45.4690176,-75.4912331
675,METRO,"4510 Innes Road, Ottawa, ON K4A 4C5",grocery,large,Portobello South,45.4613368,-75.4841125
676,METRO,"1930 Montreal Road, Gloucester, ON K1J 6N2",grocery,large,Beacon Hill South - Cardinal Heights,45.4454303,-75.5952217
677,METRO,"50 Beechwood Avenue, Ottawa, ON K1L 8B3",grocery,large,Vanier North,45.4394956,-75.6756442
678,METRO,"2636 Innes Road, Gloucester, ON K1B 4Z8",grocery,large,Blackburn Hamlet,45.4314383,-75.5630346
679,METRO,"375 Daniel St. S, Arnprior, ON K7S 3K6",grocery,large,(None),45.4257504,-76.3679176
680,METRO,"754 Bank Street, Ottawa, ON K1S 3V6",grocery,large,Glebe - Dows Lake,45.4033564,-75.6889232
681,METRO,"345 Carleton Avenue, Ottawa, ON K1Y 0K3",grocery,large,Island Park - Wellington Village,45.3983659,-75.7404881
682,METRO,"2261 Walkley Road, Ottawa, ON K1G 3G8",grocery,large,Elmvale - Canterbury,45.3895383,-75.6192521
683,METRO,"1360 Richmond Road, Ottawa, ON K2B 8L4",grocery,large,Britannia Village,45.3651759,-75.7866521
684,METRO,"2515 Bank Street, Ottawa, ON K1V 8R9",grocery,large,South Keys - Greenboro West,45.3542812,-75.6459712
685,METRO,"3310 McCarthy Rd., Ottawa, ON K1V 9S1",grocery,large,Hunt Club East - Western Community,45.3506573,-75.6719591
686,METRO,"1705 Merivale Road, Ottawa, ON K2G 3K2",grocery,large,Borden Farm - Fisher Glen,45.3449939,-75.7280403
687,METRO,"4048 Carling Avenue, Kanata, ON K2K 1Y1",grocery,large,Brookside - Briarbrook - Morgan's Grant,45.3371417,-75.9072525
688,METRO,"#2 - 1811 Robertson Road, Nepean, ON K2H 8X3",grocery,large,Bells Corners East,45.3302476,-75.8171021
689,METRO,"250 Greenbank Road, Nepean, ON K2H 8P3",grocery,large,Trend-Arlington,45.3253982,-75.7798765
690,METRO,"10 Cope Drive, Kanata, ON K2M 0N2",grocery,large,Glen Cairn - Kanata South Business Park,45.2821603,-75.8652185
691,METRO,"3201 Strandherd Drive, Nepean, ON K2J 5N1",grocery,large,Chapman Mills,45.27456,-75.7212893
692,Metro Plus,"910 Boulevard Maloney E, Ottawa, ON",grocery,small,(None),45.4883472,-75.5975053
693,Metropolitain Brasserie,"700 Sussex Drive, Ottawa, ON K1N 1K4",specialty,bakery,Byward Market,45.4257961,-75.6940846
694,MF Foodmart,"850 Merivale Rd, Ottawa, ON K1Z 5Z4",grocery,small,Carlington,45.3852417,-75.732678
695,Michael's Confectionary,"287 Somerset St E, Ottawa, ON K1N 6V7",convenience,regular,Sandy Hill,45.4237649,-75.6766297
696,Michel's Baguette,"50 Rideau Street, Ottawa, ON K1N 9J7",specialty,bakery,Sandy Hill,45.4252795,-75.6929819
697,Michel's Bakery Cafe,"1200 St. Laurent Blvd, Ottawa, ON K1K",specialty,bakery,Overbrook - McArthur,45.4219466,-75.6387057
698,Mickey Tran Dba All Convenience,"200 Rideau Ter, Ottawa, ON K1M 0Z3",convenience,regular,Lindenlea - New Edinburgh,45.4433902,-75.6747098
699,Mid-East Food Centre,"1010 Belfast Road, Ottawa, ON",grocery,small,East Industrial,45.4107723,-75.6310612
700,Midori Market,"3689 Navan Rd, Ottawa, ON K4B 1H9",grocery,small,Chapel Hill South,45.4265805,-75.4890519
701,Mike's Corner Store,"44 Elm St, Ottawa, ON K1R 6N1",convenience,regular,West Centretown,45.4103193,-75.7125998
702,Mike's Garden Harvest,"436 River Rd, Gloucester, ON K1V 1E7",grocery,small,Greenbelt,45.3017972,-75.6968555
703,Millers' Farm and Market,"6158 Rideau Valley Dr N, Manotick, ON K4M 1B3",grocery,small,North Gower - Kars,45.1950474,-75.6437272
704,Milo's Pastry,"505 Industrial Avenue, Ottawa, ON K1G 0Z1",specialty,bakery,East Industrial,45.4121976,-75.6472274
705,Mimi's Food Market Express,"549 Gladstone Ave, Ottawa, ON",grocery,small,Centretown,45.4099135,-75.6994313
706,Mimi Dairy Barn and Cafe,"1088 Bridge St, Ottawa, ON K4M 1J2",specialty,bakery,Manotick,45.2292958,-75.6819243
707,Min-A-Mart,"158 McArthur Ave, Ottawa, ON K1L 8C9",convenience,regular,Overbrook - McArthur,45.4306706,-75.6632267
708,Mini Confectionery,"273 Montfort St, Vanier, ON K1L 5N8",grocery,small,Vanier North,45.4389471,-75.6615451
709,Misto Fine Food Emporium,"1387 Carling Avenue, Ottawa, ON",grocery,small,Westboro,45.3863565,-75.7395389
710,MOBIL@  - 4272,"4270 INNES ROAD, OTTAWA, ON",convenience,gas station,Portobello South,45.4572295,-75.4953166
711,MOBIL@  - 4281,"1460 MERIVALE ROAD, OTTAWA, ON",convenience,gas station,Skyline - Fisher Heights,45.3619299,-75.7353516
712,Moca Loca,"335 Boulevard Saint-Joseph, Gatineau, QC J8Y",specialty,bakery,(None),45.4415051,-75.733081
713,Moca Loca Cafe,"1 Rue Victoria, Gatineau, QC J8X 1Z6",specialty,bakery,(None),45.42903,-75.7157277
714,Moe's Convenience Store,"1665 Cyrville Road, Gloucester, ON K1B 3L7",convenience,regular,Pineview,45.418213,-75.6081073
715,Mommy's Yummies Food,"15 Grenfell Crescent, Nepean, ON K2G 0G3",specialty,health store,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,45.3104886,-75.7379324
716,Moncion's Your Independant Grocer,"671 River Road, Gloucester, ON K1V 2G2",specialty,health store,Riverside South - Leitrim,45.2705567,-75.6974346
717,Monty's Deli,"78 Hinton Ave N, Ottawa, ON K1Y 0Z8",specialty,deli meat cheese,Hintonburg - Mechanicsville,45.4011279,-75.7319038
718,Mooney's Bay Grocerteria,"2660 Norberry Crescent, Ottawa, ON K1V 6N2",grocery,small,Riverside Park,45.3683529,-75.6832697
719,Morala Specialty Coffee,"734 Bank St, Ottawa, ON K1S 3V4",specialty,bakery,Glebe - Dows Lake,45.4040279,-75.6891235
720,Morning Owl Coffee House,"139 Bank Street, Ottawa, ON K1P 5N7",specialty,bakery,Centretown,45.4190924,-75.6993655
721,Morning Owl Coffeehouse & Variety,"1047 Canadian Shield Avenue, Ottawa, ON K2K",specialty,bakery,Kanata Lakes - Arcardia,45.3150134,-75.9016144
722,Moroccan Market Center,"2249 Carling Ave Suite 102, Ottawa, ON K2B 7E9",grocery,small,Carlingwood West - Glabar Park - McKellar Heights,45.3692691,-75.7744008
723,Motar Co,"2595 Blackwell St, Ottawa, ON K1B 4E4",grocery,small,East Industrial,45.4042533,-75.6087204
724,Moussa Mini Market & Meat Shop,"300 McArthur Ave, Ottawa, ON",grocery,small,Overbrook - McArthur,45.4314481,-75.6559184
725,Mr Pretzel,"2277 Riverside Drive, Ottawa, ON K1H 7X6",specialty,bakery,Billings Bridge - Alta Vista,45.3856281,-75.6774777
726,Mr Pretzels,"50 Rideau Street, Ottawa, ON K1N 9J7",specialty,bakery,Sandy Hill,45.4252795,-75.6929819
727,Mr. Beef,"223 Mcwatty Rd, Pakenham, ON K0A 2X0",grocery,small,(None),45.3218881,-76.2969384
728,Mr. beef halal meat,"2335 St. Laurent Blvd, Ottawa, ON K1G 5G6",grocery,small,East Industrial,45.383079,-75.6206065
729,Mr. Gas,"297 Edwards Street, Rockland, Ontario, K4K 1H6",convenience,gas station,(None),45.5515862,-75.295229
730,Mr. Gas,"980 Cameron Street, Cumberland, Ontario, K4C 1A1",convenience,gas station,Cumberland,45.5177895,-75.4112554
731,Mr. Gas,"1270 Trim Road, Orleans, Ontario, K4A 3P7",convenience,gas station,Fallingbrook,45.4910181,-75.4799664
732,Mr. Gas,"2336 Rue Saint-Louis, Gatineau, Quebec, J8V 1A2",convenience,gas station,(None),45.488509,-75.7471389
733,Mr. Gas,"4042 Innes Road, Ottawa, Ontario, K1C 1T1",convenience,gas station,Chapel Hill South,45.4551013,-75.5051859
734,Mr. Gas,"1970 Ogilvie Road, Gloucester, Ontario, K1J 9M8",convenience,gas station,Carson Grove - Carson Meadows,45.4334134,-75.6126406
735,Mr. Gas,"400 Daniel Street South, Arnprior, Ontario, K7S 3G9",convenience,gas station,(None),45.4230993,-76.3688754
736,Mr. Gas,"5899 Hazeldean Road, Stittsville, Ontario, K2S 1B9",convenience,gas station,Stittsville,45.2779141,-75.9209097
737,Muckleston & Brockwell,"127 Beechwood Avenue, Ottawa, ON",grocery,small,Lindenlea - New Edinburgh,45.441975,-75.672293
738,Mulligan's Grocery,"2321 Andrew St, North Gower, ON K0A 2T0",grocery,small,North Gower - Kars,45.1325067,-75.7164331
739,Munster Farm,"2535 Munster Rd, Stittsville, ON K2S 1B8",grocery,small,Munster - Ashton,45.1791782,-75.95095
740,Muscle Madness,"183 Preston St, Ottawa, ON K1R 7P8",specialty,health store,West Centretown,45.4064902,-75.7127802
741,Nasa Food Centre,"3050 Woodroffe Ave, Ottawa, ON",grocery,small,Old Barrhaven East,45.2845844,-75.7241576
742,Nat's Bread Company,"857 Boyd Ave, Ottawa, ON K2A 2C9",specialty,bakery,Carlingwood West - Glabar Park - McKellar Heights,45.3764591,-75.7506528
743,Nate'e Deli Express,"6 Antares Drive, Ottawa, ON K2E 8A9",specialty,deli meat cheese,Hunt Club South Industrial,45.3364876,-75.7064342
744,Nate's Deli,"152 Sparks Street, Ottawa, ON K1P 5B6",specialty,deli meat cheese,Centretown,45.4219049,-75.6990049
745,Natural Food Pantry,"1487 Richmond Rd, Ottawa, ON",specialty,health store,Britannia Village,45.3629829,-75.791155
746,Natural Food Pantry,"4325 Strandherd Drive, Ottawa, ON",specialty,health store,Stonebridge - Half Moon Bay - Heart's Desire,45.2710005,-75.7837894
747,Natural Food Pantry - Billings Bridge,"2277 Riverside Dr., Ottawa, ON K1H 7X6",specialty,health store,Billings Bridge - Alta Vista,45.3856281,-75.6774777
748,Natural Food Pantry - Kanata,"5537 Hazeldean Road, Kanata, ON K2S 0P5",specialty,health store,Stittsville,45.2883048,-75.904716
749,Natural Food Pantry - Westboro,"205 Richmond Rd, Ottawa, ON K1Z 6W4",specialty,health store,Westboro,45.3947481,-75.7484908
750,Nature's Buzz Organic Food Market,"55 Beechwood Ave, Ottawa, ON",grocery,small,Lindenlea - New Edinburgh,45.4402455,-75.6757886
751,Nature's Care Health Products,"64 Beechwood Ave, Vanier, ON K1L 8B2",specialty,health store,Vanier North,45.4401226,-75.6749723
752,Nature's Care Health Products,"115 Bank St, Ottawa, ON K2P 5N5",grocery,large,Centretown,45.4197748,-75.6999616
753,Nature's Care Health Products,"1500 Bank St, Ottawa, ON K1H 7Z2",specialty,health store,Billings Bridge - Alta Vista,45.3809813,-75.6701018
754,Nature's Care Health Products,"1558 Merivale Rd, Nepean, ON K2G 3J9",specialty,health store,Cityview - Crestview - Meadowlands,45.3528521,-75.7354312
755,Nature's Care Health Products Limited,"150 Robertson Rd, Ottawa, ON K2H 9S1",specialty,health store,Bells Corners West,45.3176435,-75.843842
756,Nature's Signature - Orleans Ottawa,"4510 Innes Road, Ottawa, ON K4A 4C5",specialty,health store,Portobello South,45.4613368,-75.4841125
757,Nehles Meat Shop Grocery & BBQ,"2026 Lanthier Dr, Ottawa, ON",grocery,small,Portobello South,45.4577469,-75.492931
758,New Middleast Supermarket,"1755 Bank St, Ottawa, ON K1V 7Z4",grocery,small,Billings Bridge - Alta Vista,45.3737361,-75.6644327
759,New Olympia Market Centre,"590 Gladstone Ave, Ottawa, ON K1R 5P3",grocery,small,Centretown,45.4090052,-75.7008241
760,New Quill Convience Store,"6 Quill St, Ottawa, ON K1K 3S8",grocery,small,Overbrook - McArthur,45.4265898,-75.6578544
761,New Thana Market,"386 Bank St, Ottawa, ON",grocery,small,Centretown,45.413522,-75.694906
762,Nf Nutrition,"200 Laurier Ave W, Ottawa, ON K1P 6M7",specialty,health store,Centretown,45.4197557,-75.6955437
763,Nicastro Fine Foods,"1558 Merivale Road, Nepean, ON K2G 3J9",specialty,deli meat cheese,Cityview - Crestview - Meadowlands,45.3528521,-75.7354312
764,NICHOLLS ESSO,"3798 DUNROBIN RD, WOODLAWN, ON",convenience,gas station,Dunrobin,45.4628437,-76.0740486
765,Nick's General Store,"5352 Bank St, Gloucester, ON K1X 1H1",grocery,small,Greely,45.2859373,-75.5743668
766,Nickels Deli Grillade,"78 Greber Blvd, Gatineau, QC J8T 3P8",specialty,deli meat cheese,(None),45.4640324,-75.7005194
767,NO FRILLS,"1226 Place D'Orleans Dr, Ottawa, Ontario, K1C 7K3",grocery,large,Convent Glen - Orléans Woods,45.4764991,-75.5228439
768,NO FRILLS,"39 Winner's Circle Dr Rr 3, Arnprior, Ontario, K7S 3G9",grocery,large,(None),45.4217625,-76.3692142
769,NO FRILLS,"30 Iber Rd, Stittsville, Ontario, K2S 2R1",grocery,large,Stittsville,45.2809221,-75.9127492
770,Noor Food Market,"332 Richmond Rd, Ottawa, ON",grocery,small,Westboro,45.3921771,-75.7533998
771,Nordstrom Ebar Artisan Coffee,"500-50 Rideau Street, Ottawa, ON K1N 9J7",specialty,bakery,Sandy Hill,45.4247623,-75.6900945
772,North & Navy,"226 Nepean Street, Ottawa, ON K2P 0B8",specialty,deli meat cheese,Centretown,45.416712,-75.6990816
773,North Bestone,"190 Lees Avenue, Ottawa, ON",grocery,small,Old Ottawa East,45.4151826,-75.6697825
774,Nu Grocery Store,"1130 Wellington Street West, Ottawa, ON",grocery,small,Hintonburg - Mechanicsville,45.4017855,-75.7266504
775,NU Grocery Store,"143 Main St, Ottawa, ON K1S 5V9",grocery,small,Old Ottawa East,45.4100902,-75.6784025
776,Nutrition by Nature,"462 Hazeldean Road, Kanata, ON K2L 1V3",specialty,health store,Glen Cairn - Kanata South Business Park,45.2981401,-75.8872192
777,Nutrition Company,"1980 Ogilvie Rd, Ottawa, ON K1J 9L3",specialty,health store,Carson Grove - Carson Meadows,45.4325275,-75.6098258
778,Nutrition House,"50 Rideau Ter, Ottawa, ON K1M 2A1",specialty,health store,Lindenlea - New Edinburgh,45.4437533,-75.6791709
779,Nutrition House,"2121 Carling Ave, Ottawa, ON K2A 1H2",specialty,health store,Laurentian,45.3731497,-75.7686794
780,Nutty Greek Bake Shop,"490 Rochester Street, Ottawa, ON K1S 4L8",specialty,bakery,West Centretown,45.4010808,-75.7074445
781,O'connor Convenience,"110 O'connor Street, Ottawa, ON K1P 5M9",convenience,regular,Centretown,45.4197951,-75.6977346
782,O'connor Grocery,"41 Third Ave, Ottawa, ON",grocery,small,Glebe - Dows Lake,45.4046808,-75.6847606
783,Ogilvie Grocery Store,"1137 Ogilvie Rd, Ottawa, ON",grocery,small,Overbrook - McArthur,45.4267387,-75.6312669
784,OK Mart,"141 Bentley Ave Unit #G, Nepean, ON K2E 6T7",grocery,small,Hunt Club South Industrial,45.337172,-75.7113058
785,Olga's Delights,"588 Bank Street, Ottawa, ON K1S 3T3",specialty,deli meat cheese,Glebe - Dows Lake,45.407787,-75.6912697
786,Olly Fresco's Market,"90 Elgin St, Ottawa, ON K1P 0C6",grocery,small,Centretown,45.4220487,-75.694691
787,Olympic Tuck Shop,"1170 Fisher Ave, Ottawa, ON K1Z 5R7",convenience,regular,Civic Hospital-Central Park,45.3768531,-75.7208795
788,One Stop Convenience,"850 Merivale Rd, Ottawa, ON K1Z 5Z4",convenience,regular,Carlington,45.3852417,-75.732678
789,Oriental Charm,"653 Somerset St W, Ottawa, ON K1R 5K3",grocery,small,Centretown,45.4117953,-75.705349
790,Orleans Bakery,"2122 Street Joseph Boulevard, Orleans, ON K1C 1E6",specialty,bakery,Chapel Hill North,45.4660752,-75.5348812
791,Orleans Food Market,"3022 St. Joseph Blvd, Orleans, ON K1E 1E2",convenience,regular,Queenswood Heights,45.4767757,-75.5135279
792,Orleans Fresh Fruits,"3150 Hawthorne Rd, Ottawa, ON K1G 5H5",grocery,small,East Industrial,45.385374,-75.6043151
793,Ottawa's Organic Farmers' Market,"Riverside United Church, 3191 Riverside Dr., Ottawa, ON K1V 8N8",grocery,small,Hunt Club Woods - Quintarra - Revelstoke,45.3590554,-75.6879909
794,Ottawa Bagelshop & Deli,"1321 Wellington St W, Ottawa, ON",specialty,bakery,Island Park - Wellington Village,45.3988502,-75.7366115
795,Ottawa Farm Fresh Inc.,"2811 Ramsayville Rd, Gloucester, ON K1G 3N2",grocery,small,Greenbelt,45.3893024,-75.5778562
796,Ottawa Farmers' Market,"1000 Exhibition Way, Ottawa, ON",grocery,large,Glebe - Dows Lake,45.4000555,-75.6827317
797,Ottawa Farmers' Market,"575 Byron Avenue, Ottawa, ON K2A 1H4",farmer's market,farmer's market,Laurentian,45.3901289,-75.756893
798,Ottawa Farmers' Market Orleans,"1585 Tenth Line Rd, OrlÃƒÂ©ans, ON K1E 3E8",farmer's market,farmer's market,Fallingbrook,45.4719618,-75.4919287
799,Ottawa Halal Market,"2833 Dumaurier Avenue, Ottawa, ON",grocery,small,Whitehaven - Queensway Terrace North,45.3507333,-75.7937212
800,Ottawa Meat Plus Inc,"2535 Blackwell St, Ottawa, ON K1B 4E4",grocery,small,East Industrial,45.4059454,-75.6092273
801,Ottawa Organic farmer's market,"3191 Riverside Drive, Ottawa, ON K1V 8N8",farmer's market,farmer's market,Hunt Club Woods - Quintarra - Revelstoke,45.3591058,-75.6879836
802,Ottawa Organics and Natural Foods,"858 Campbell Avenue, Ottawa, ON",grocery,small,Carlingwood West - Glabar Park - McKellar Heights,45.3764869,-75.7499893
803,Ottawa South Groceteria,"431 Sunnyside Ave, Ottawa, ON K1S 0S6",grocery,large,Old Ottawa South,45.3916938,-75.689862
804,Ottawa South Groceteria,"435 Sunnyside Avenue, Ottawa, ON K1S 0S6",grocery,large,Old Ottawa South,45.3916631,-75.6899175
805,Ottawa Valley Meats,"22 Antares Dr Unit J, Ottawa, ON",specialty,deli meat cheese,Hunt Club South Industrial,45.3342893,-75.7090259
806,Oui8 Bakery,"501 Hazeldean Road, Kanata, ON K2L 1V6",specialty,bakery,Katimavik - Hazeldean,45.295788,-75.8934843
807,Ozan Turkish Market,"500 Eagleson Rd Unit 60, Kanata, ON K2M 1H4",grocery,small,Glen Cairn - Kanata South Business Park,45.2908396,-75.8706811
808,OZZY Food Market,"3867 Albion Road, Ottawa, ON K1T 1B2",specialty,bakery,Hunt Club Upper -Blossom Park - Timbermill,45.3433238,-75.6365658
809,PÃƒÂ¢tisserie Le Caramel,"200 Vanguard Dr, Ottawa, ON K4A 0T8",specialty,bakery,Portobello South,45.4578239,-75.4871421
810,Panera Bread,"320 West Hunt Club Road, Ottawa, ON K2E 1A5",specialty,bakery,Hunt Club South Industrial,45.3389282,-75.71355
